0,1,2,3,4
Aggregate Starting Principal Balance,,$,1014075243.00,
Weighted Average Contract Rate(1),,,6.50,%
Range of Contract Rates,,,0.00% to 20.00%,
Weighted Average Remaining Term to Maturity(1),,,60.60 months,
Weighted Average Original Term to Maturity(1),,,67.93 months,
Latest Scheduled Maturity Date,,,"July 10, 2031",
