0,1,2,3,4
,,,,
Pool Balance,,$,1005025726.60,
Number of Receivables,,,45035,
New motor vehicles at origination(1),,,0.00,%(3)
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,22316.55,
Weighted average contract rate,,,8.65,%
Weighted average remaining term,,,63.41 months,
Weighted average original term,,,67.06 months,
Weighted average FICO® score(2),,,764.4,
