0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
23-Jul,,$,21224.71,,,$0.00,,"$21,224.71",,,0.00,%
23-Aug,,$,234404.68,,,"($6,945.99)",,"$227,458.69",,,0.01,%
23-Sep,,$,926214.73,,,"($74,628.95)",,"$851,585.78",,,0.06,%
23-Oct,,$,1169249.67,,,"($183,326.85)",,"$985,922.82",,,0.11,%
23-Nov,,$,1524426.55,,,"($366,152.66)",,"$1,158,273.89",,,0.17,%
23-Dec,,$,1770505.71,,,"($463,152.05)",,"$1,307,353.66",,,0.24,%
24-Jan,,$,1512044.06,,,"($481,123.27)",,"$1,030,920.79",,,0.30,%
24-Feb,,$,1044916.85,,,"($509,976.13)",,"$534,940.72",,,0.33,%
24-Mar,,$,1618480.02,,,"($526,730.59)",,"$1,091,749.43",,,0.39,%
