0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2024",,,78.67,,73.28,,67.12,,62.90,,59.66,,52.82
"December 15, 2024",,,70.00,,62.04,,52.97,,46.78,,42.06,,33.46
"January 15, 2025",,,61.30,,50.90,,39.06,,31.00,,24.92,,14.60
"February 15, 2025",,,52.54,,39.79,,25.31,,15.49,,8.14,,0.00
"March 15, 2025",,,43.71,,28.73,,11.74,,0.26,,0.00,,0.00
"April 15, 2025",,,34.82,,17.72,,0.00,,0.00,,0.00,,0.00
"May 15, 2025",,,25.87,,6.75,,0.00,,0.00,,0.00,,0.00
"June 15, 2025",,,16.85,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15, 2025",,,8.14,,0.00,,0.00,,0.00,,0.00,,0.00
"August 15, 2025",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,0.40,,0.31,,0.24,,0.21,,0.19,,0.16
Weighted Average Life to Maturity (Years)(2),,,0.40,,0.31,,0.24,,0.21,,0.19,,0.16
