0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,
Payment Date,,,0.00%,,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2024,,,83.49,%,,,78.63,%,,,73.10,%,,,69.36,%,,,66.61,%,,,57.87,%
December 2024,,,75.33,%,,,67.78,%,,,59.20,%,,,53.40,%,,,49.15,%,,,36.38,%
January 2025,,,67.11,%,,,56.98,%,,,45.46,%,,,37.68,%,,,31.99,%,,,15.37,%
February 2025,,,58.84,%,,,46.21,%,,,31.87,%,,,22.20,%,,,15.14,%,,,0.00,%
March 2025,,,50.51,%,,,35.49,%,,,18.44,%,,,6.97,%,,,0.00,%,,,0.00,%
April 2025,,,42.11,%,,,24.80,%,,,5.17,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2025,,,33.66,%,,,14.16,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2025,,,25.15,%,,,3.56,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2025,,,16.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2025,,,7.94,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2025,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted  Average Life to Call (years)(1),,,0.46,,,,0.35,,,,0.27,,,,0.24,,,,0.22,,,,0.17,
Weighted  Average Life to Maturity (years)(2),,,0.46,,,,0.35,,,,0.27,,,,0.24,,,,0.22,,,,0.17,
