0,1,2,3,4,5,6
Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses
Sources,Proceeds,%  of Total,,Uses,Proceeds,%  of Total
Whole Loan Amount(1):,"$310,000,000",96.9%,,Loan Payoff(7)(8):,"$314,826,919",98.4%
Borrower Equity:,"$9,981,186",3.1%,,Upfront Reserves:,"$2,667,778",0.8%
,,,,Closing Costs:,"$2,486,489",0.8%
Total Sources:,"$319,981,186",100.0%,,Total Uses:,"$319,981,186",100.0%
