0,1,2,3,4,5
Class A-1 Notes,,,$,509400000.0,
Class A-2a Notes,},,$,736600000.0,
Class A-2b Notes,},,$,736600000.0,
Class A-3 Notes,,,$,736400000.0,
Class A-4 Notes,,,$,122870000.0,
Certificates,,,$,53981282.38,
Total,,,$,2159251282.38,
