0,1,2,3
Class of  Certificates,Low Estimate  of Discount Yield,Base  Case Discount Yield,High Estimate  of Discount Yield
Class X-A,2.4012%,2.9727%,3.6799%
Class X-B,2.7610%,3.4860%,4.3429%
Class X-D,2.7639%,3.4900%,4.3467%
