0,1,2,3
Type/Recipient(1),Amount(1),Source(1),Frequency
Reviewer,,,
Asset Representations Reviewer Asset Review Fee / Asset Representations Reviewer,"For each Delinquent Loan the sum of: (i) $15,000, plus $1,000 per additional Mortgaged Property with respect to a Delinquent Loan with a Cut-off Date Balance less than $20,000,000, (ii) $20,000 plus $1,000 per additional Mortgaged Property with respect to a Delinquent Loan with a Cut-off Date Balance greater than or equal to $20,000,000, but less than $40,000,000 or (iii) $25,000 plus $1,000 per additional Mortgaged Property with respect to a Delinquent Loan with a Cut-off Date Balance greater than or equal to $40,000,000.","Payable by the related mortgage loan seller; provided, however, that if the related mortgage loan seller is insolvent or fails to pay such amount within 90 days of written invoice therefor by the asset representations reviewer, such fee will be paid by the trust out of general collections on deposit in the Collection Account.",In connection with each Asset Review with respect to a Delinquent Loan.
"Servicing Advances / Master Servicer, Special Servicer or Trustee","To the extent of funds available, the amount of any Servicing Advances.","First, from funds collected with respect to the related Mortgage Loan (and any related Serviced Companion Loan), and then with respect to any Nonrecoverable Advance or a Workout-Delayed Reimbursement Amount, out of general collections with respect to Mortgage Loans on deposit in the Collection Account, subject to certain limitations.",Time to time
"Interest on Servicing Advances / Master Servicer, Special Servicer or Trustee",At a rate per annum equal to the Reimbursement Rate calculated on the number of days the related Advance remains unreimbursed.,"First, out of late payment charges and default interest on the related Mortgage Loan (and any related Serviced Companion Loan), and then, after or at the same time such Servicing Advance is reimbursed, out of any other amounts then on deposit in the Collection Account, subject to certain limitations.",Time to time
P&I Advances / Master Servicer and Trustee,"To the extent of funds available, the amount of any P&I Advances.","First, from funds collected with respect to the related Mortgage Loan and then, with respect to a Nonrecoverable Advance or a Workout-Delayed Reimbursement Amount, out of general collections on deposit in the Collection Account.",Time to time
Interest on P&I Advances / Master Servicer and Trustee,At a rate per annum equal to the Reimbursement Rate calculated on the number of days the related Advance remains unreimbursed.,"First, out of default interest and late payment charges on the related Mortgage Loan and then, after or at the same time such P&I Advance is reimbursed, out of general collections then on deposit in the Collection Account with",Monthly
