0,1,2,3,4,5,6
Payment Date,,Yield Supplement  Overcollateralization Amount,,Payment Date,,Yield Supplement  Overcollateralization Amount
Closing Date,,"$114,834,543.46",,May 2027,,"$16,493,031.38"
August 2024,,106772362.24,,June 2027,,15091499.38
September 2024,,102844980.07,,July 2027,,13768074.30
October 2024,,98987907.27,,August 2027,,12522109.97
November 2024,,95202031.77,,September 2027,,11352283.73
December 2024,,91487156.09,,October 2027,,10257112.32
January 2025,,87843232.05,,November 2027,,9234901.44
February 2025,,84270533.72,,December 2027,,8283105.42
March 2025,,80769536.18,,January 2028,,7399816.33
April 2025,,77340759.51,,February 2028,,6582029.68
May 2025,,73984733.51,,March 2028,,5824249.25
June 2025,,70701883.81,,April 2028,,5122612.48
July 2025,,67492638.19,,May 2028,,4476167.74
August 2025,,64357531.66,,June 2028,,3883965.75
September 2025,,61296964.42,,July 2028,,3344633.77
October 2025,,58311311.30,,August 2028,,2856724.45
November 2025,,55400949.07,,September 2028,,2418380.87
December 2025,,52566262.42,,October 2028,,2027550.03
January 2026,,49807892.13,,November 2028,,1681939.45
February 2026,,47126596.20,,December 2028,,1378685.54
March 2026,,44523086.10,,January 2029,,1115254.75
April 2026,,41998057.63,,February 2029,,888173.75
May 2026,,39552272.25,,March 2029,,693316.52
June 2026,,37186428.45,,April 2029,,526772.61
July 2026,,34901122.79,,May 2029,,387061.52
August 2026,,32696847.35,,June 2029,,272954.27
September 2026,,30573749.45,,July 2029,,182856.14
October 2026,,28531948.94,,August 2029,,114693.20
November 2026,,26571171.73,,September 2029,,65691.52
December 2026,,24691119.77,,October 2029,,32790.46
January 2027,,22891679.62,,November 2029,,13081.47
February 2027,,21172664.09,,December 2029,,3248.08
March 2027,,19533404.01,,January 2030,,2.83
April 2027,,17973517.21,,February 2030,,0.00
,,,,,,
