0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.34,%
07/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,84.84,%
08/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.12,%,,,70.81,%
09/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,94.30,%,,,82.44,%,,,57.59,%
10/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,91.92,%,,,82.13,%,,,69.26,%,,,45.16,%
11/15/24,,,100.00,%,,,100.00,%,,,89.74,%,,,80.83,%,,,70.29,%,,,56.59,%,,,33.04,%
12/15/24,,,100.00,%,,,95.65,%,,,79.50,%,,,69.97,%,,,58.78,%,,,44.42,%,,,21.25,%
01/15/25,,,100.00,%,,,86.59,%,,,69.41,%,,,59.34,%,,,47.60,%,,,32.77,%,,,9.78,%
02/15/25,,,96.71,%,,,77.57,%,,,59.47,%,,,48.93,%,,,36.77,%,,,21.64,%,,,0.00,%
03/15/25,,,88.72,%,,,68.60,%,,,49.68,%,,,38.76,%,,,26.27,%,,,11.03,%,,,0.00,%
04/15/25,,,80.68,%,,,59.67,%,,,40.05,%,,,28.82,%,,,16.12,%,,,1.05,%,,,0.00,%
05/15/25,,,72.58,%,,,50.78,%,,,30.58,%,,,19.12,%,,,6.32,%,,,0.00,%,,,0.00,%
06/15/25,,,64.54,%,,,42.03,%,,,21.34,%,,,9.72,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/25,,,57.27,%,,,34.06,%,,,12.85,%,,,1.02,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/25,,,51.24,%,,,27.27,%,,,5.39,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/25,,,45.17,%,,,20.51,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/25,,,39.06,%,,,13.77,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/25,,,32.90,%,,,7.06,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/25,,,26.70,%,,,0.38,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/26,,,20.45,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/26,,,14.16,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/26,,,7.82,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/26,,,1.43,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/26,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,1.51,,,,1.24,,,,1.05,,,,0.96,,,,0.87,,,,0.77,,,,0.61,
Weighted Average Life (Years) to Maturity,,,1.51,,,,1.24,,,,1.05,,,,0.96,,,,0.87,,,,0.77,,,,0.61,
