0,1,2,3,4,5,6,7
Class of Securities,,Range  of Fair Values  (in millions),Range  of Fair Values  (in millions),,,Range  of Fair Values  (as a percentage of the fair values  of the Notes and the certificates),
Class A  Notes,,$,877.06,,,90.0%  - 89.5,%
Class B Notes,,$,27.53,,,2.8,%
Class C  Notes,,$,13.79,,,1.4,%
Fair Value of  the Notes,,$,918.38,,,94.2%  - 93.7,%
Certificates,,$,56.54  - $61.97,,,5.8%  - 6.3,%
Total,,$,974.92  - $980.35,,,100.0,%
Reserve Account,,$,2.30,,,0.2,%
Fair Value of the  Certificates and Reserve Account,,$,58.83  - $64.27,,,6.0%  - 6.6,%
