0,1,2,3,4
Class A-1 Notes,,$,260000000,
Class A-2 Notes,,,408000000,
Class A-3 Notes,,,408000000,
Class A-4 Notes,,,82330000,
Class B Notes,,,36380000,
Class C Notes,,,18200000,
Total,,$,1212910000,
