0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.46%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,97.94%,,92.34%,,83.07%
"December 15, 2025",,100.00%,,100.00%,,94.08%,,88.39%,,82.22%,,72.02%
"January 15, 2026",,100.00%,,93.83%,,85.26%,,79.07%,,72.38%,,61.30%
"February 15, 2026",,99.61%,,85.87%,,76.63%,,69.97%,,62.82%,,50.92%
"March 15, 2026",,92.83%,,78.13%,,68.26%,,61.15%,,53.53%,,40.87%
"April 15, 2026",,86.10%,,70.52%,,60.07%,,52.55%,,44.50%,,31.16%
"May 15, 2026",,79.42%,,63.02%,,52.05%,,44.16%,,35.73%,,21.80%
"June 15, 2026",,72.77%,,55.65%,,44.21%,,35.99%,,27.22%,,12.77%
"July 15, 2026",,66.17%,,48.40%,,36.54%,,28.03%,,18.97%,,4.09%
"August 15, 2026",,59.61%,,41.27%,,29.05%,,20.30%,,10.99%,,0.00%
"September 15, 2026",,53.10%,,34.26%,,21.73%,,12.78%,,3.27%,,0.00%
"October 15, 2026",,46.63%,,27.38%,,14.60%,,5.48%,,0.00%,,0.00%
"November 15, 2026",,40.21%,,20.62%,,7.65%,,0.00%,,0.00%,,0.00%
"December 15, 2026",,33.83%,,13.99%,,0.88%,,0.00%,,0.00%,,0.00%
"January 15, 2027",,27.98%,,7.86%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2027",,22.17%,,1.84%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2027",,16.40%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2027",,10.67%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2027",,4.98%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
Weighted Average Life To Call (years)(1)(3),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
