0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,93.87
"June 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,86.45
"July 15, 2027",,,100.00,,100.00,,100.00,,100.00,,95.92,,79.26
"August 15, 2027",,,100.00,,100.00,,100.00,,99.90,,89.30,,72.31
"September 15, 2027",,,100.00,,100.00,,100.00,,93.73,,82.93,,65.61
"October 15, 2027",,,100.00,,100.00,,100.00,,87.71,,76.73,,59.14
"November 15, 2027",,,100.00,,100.00,,97.49,,81.82,,70.71,,52.89
"December 15, 2027",,,100.00,,100.00,,91.91,,76.08,,64.85,,46.87
"January 15, 2028",,,100.00,,100.00,,86.42,,70.47,,59.17,,41.08
"February 15, 2028",,,100.00,,100.00,,81.02,,65.01,,53.67,,35.51
"March 15, 2028",,,100.00,,100.00,,75.73,,59.69,,48.34,,30.18
"April 15, 2028",,,100.00,,94.88,,70.53,,54.52,,43.19,,25.08
"May 15, 2028",,,100.00,,89.69,,65.42,,49.49,,38.22,,20.21
"June 15, 2028",,,100.00,,84.52,,60.42,,44.61,,33.42,,15.58
"July 15, 2028",,,100.00,,79.38,,55.52,,39.87,,28.82,,11.18
"August 15, 2028",,,95.93,,74.61,,50.96,,35.46,,24.51,,7.06
"September 15, 2028",,,90.98,,69.90,,46.52,,31.20,,20.39,,3.16
"October 15, 2028",,,86.00,,65.21,,42.16,,27.08,,16.43,,0.00
"November 15, 2028",,,80.98,,60.55,,37.90,,23.09,,12.64,,0.00
"December 15, 2028",,,75.94,,55.91,,33.74,,19.24,,9.02,,0.00
"January 15, 2029",,,70.85,,51.30,,29.67,,15.53,,5.57,,0.00
"February 15, 2029",,,65.74,,46.71,,25.69,,11.96,,2.29,,0.00
"March 15, 2029",,,60.59,,42.16,,21.81,,8.53,,0.00,,0.00
"April 15, 2029",,,55.40,,37.63,,18.02,,5.25,,0.00,,0.00
"May 15, 2029",,,50.18,,33.13,,14.33,,2.10,,0.00,,0.00
"June 15, 2029",,,44.93,,28.65,,10.74,,0.00,,0.00,,0.00
"July 15, 2029",,,39.65,,24.21,,7.25,,0.00,,0.00,,0.00
"August 15, 2029",,,35.42,,20.63,,4.39,,0.00,,0.00,,0.00
"September 15, 2029",,,31.32,,17.18,,1.67,,0.00,,0.00,,0.00
"October 15, 2029",,,27.18,,13.75,,0.00,,0.00,,0.00,,0.00
"November 15, 2029",,,23.02,,10.35,,0.00,,0.00,,0.00,,0.00
"December 15, 2029",,,18.83,,6.97,,0.00,,0.00,,0.00,,0.00
"January 15, 2030",,,14.61,,3.60,,0.00,,0.00,,0.00,,0.00
"February 15, 2030",,,10.36,,0.27,,0.00,,0.00,,0.00,,0.00
"March 15, 2030",,,6.09,,0.00,,0.00,,0.00,,0.00,,0.00
"April 15, 2030",,,1.78,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15, 2030",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,3.39,,3.08,,2.67,,2.40,,2.21,,1.94
Weighted Average Life to Maturity (Years)(2),,,3.39,,3.08,,2.67,,2.40,,2.21,,1.94
,,,,,,,,,,,,,
