0,1,2,3,4
,,,,
Class A-1 Notes,,$,76700000.0,
Class A-2 Notes,,$,106380000.0,
Class A-3 Notes,,$,70920000.0,
Class B Notes,,$,57150000.0,
Class C Notes,,$,77790000.0,
Class D Notes,,$,114300000.0,
