0,1,2,3,4,5,6,7,8,9,10
Notes(1),Initial Note Balance,,Interest  Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$267,300,000",,___%,,30/360,,"August 20, 2030",,"August 22, 2033",
Class B notes,"$20,440,000",,___%,,30/360,,"August 20, 2030",,"August 22, 2033",
Class C notes,"$12,260,000",,___%,,30/360,,"August 20, 2030",,"August 22, 2033",
