0,1,2,3,4
Aggregate Starting Principal Balance,,$,1406046144.06,
Weighted Average Contract Rate(1),,,5.79%,
Range of Contract Rates,,,0.00% to 19.75%,
Weighted Average Remaining Term to Maturity(1),,,60.40 months,
Weighted Average Original Term to Maturity(1),,,68.59 months,
Latest Scheduled Maturity Date,,,"August 1, 2032",
