0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
Payment Date,,1.00%,,1.50%,,1.75%,,2.00%,,2.50%
Closing Date,,100%,,100%,,100%,,100%,,100%
"August 15, 2024",,72%,,65%,,38%,,36%,,32%
"September 15, 2024",,46%,,33%,,10%,,5%,,0%
"October 15, 2024",,20%,,2%,,0%,,0%,,0%
"November 15, 2024",,4%,,0%,,0%,,0%,,0%
"December 15, 2024",,0%,,0%,,0%,,0%,,0%
,,,,,,,,,,
Weighted Average Life (Years) to Call,,0.18,,0.14,,0.10,,0.09,,0.08
Weighted Average Life (Years) to Maturity,,0.18,,0.14,,0.10,,0.09,,0.08
