0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,,,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,95.85,%
December 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,86.88,%
January 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,78.19,%
February 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,69.78,%
March 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,93.50,%,,,61.65,%
April 2027,,,100.00,%,,,100.00,%,,100.00,%,,98.10,%,,,86.42,%,,,53.81,%
May 2027,,,100.00,%,,,100.00,%,,100.00,%,,91.45,%,,,79.53,%,,,46.26,%
June 2027,,,100.00,%,,,100.00,%,,100.00,%,,85.02,%,,,72.89,%,,,39.03,%
July 2027,,,100.00,%,,,100.00,%,,95.99,%,,78.81,%,,,66.50,%,,,32.12,%
August 2027,,,100.00,%,,,100.00,%,,90.15,%,,72.75,%,,,60.28,%,,,25.49,%
September 2027,,,100.00,%,,,100.00,%,,84.40,%,,66.84,%,,,54.24,%,,,19.13,%
October 2027,,,100.00,%,,,100.00,%,,78.76,%,,61.07,%,,,48.39,%,,,13.07,%
November 2027,,,100.00,%,,,99.76,%,,73.21,%,,55.45,%,,,42.73,%,,,7.28,%
December 2027,,,100.00,%,,,94.35,%,,67.76,%,,49.99,%,,,37.25,%,,,1.79,%
January 2028,,,100.00,%,,,88.98,%,,62.42,%,,44.67,%,,,31.96,%,,,0.00,%
February 2028,,,100.00,%,,,83.63,%,,57.18,%,,39.51,%,,,26.86,%,,,0.00,%
March 2028,,,100.00,%,,,78.31,%,,52.04,%,,34.50,%,,,21.95,%,,,0.00,%
April 2028,,,95.97,%,,,73.02,%,,47.01,%,,29.65,%,,,17.23,%,,,0.00,%
May 2028,,,90.44,%,,,67.76,%,,42.08,%,,24.95,%,,,12.70,%,,,0.00,%
June 2028,,,84.87,%,,,62.54,%,,37.26,%,,20.41,%,,,8.37,%,,,0.00,%
July 2028,,,79.66,%,,,57.67,%,,32.78,%,,16.21,%,,,4.36,%,,,0.00,%
August 2028,,,74.74,%,,,53.08,%,,28.59,%,,12.28,%,,,0.63,%,,,0.00,%
