0,1,2,3,4
,,Percentage of  Initial Pool Balance,,Percentage of  Adjusted Pool Balance
Class A notes,,90.67%,,95.00%
Class B notes,,2.86,,3.00
Class C notes,,1.91,,2.00
Total,,95.44%,,100.00%
