0,1,2
,,
Recipient,,Fees and Expenses Payable*
Servicer,,The servicing fee as described below under “—Servicing Compensation and Expenses”
Indenture Trustee,,"$24,000 per annum plus expenses**"
Owner Trustee,,"$4,000 per annum plus expenses**"
Grantor Trust Trustee,,"$6,500 per annum plus expenses**"
Standby Servicer,,The standby servicing fee as described below under “—Standby Servicing”**
Asset Representations Reviewer,,"$5,000 per annum and, in connection with an Asset Review, $200 per receivable reviewed as described above under “—Asset Representations Review —Fees and Expenses for Asset Review”***"
