0,1,2,3,4,5
Class A-1 Notes,,,$,427000000.0,
Class A-2a Notes Class A-2b Notes,},,$,602000000.0,
Class A-3 Notes,,,$,549400000.0,
Class A-4 Notes,,,$,105820000.0,
Certificates,,,$,43187457.11,
Total,,,$,1727407457.11,
