0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
25-Mar,,$,297000.31,,,"($7,511.84)",,"$289,488.47",,,0.01,%
25-Apr,,$,556713.80,,,"($128,341.69)",,"$428,372.11",,,0.03,%
25-May,,$,1683402.29,,,"($247,933.71)",,"$1,435,468.58",,,0.10,%
25-Jun,,$,1783371.14,,,"($547,967.23)",,"$1,235,403.91",,,0.15,%
25-Jul,,$,2348113.09,,,"($687,282.63)",,"$1,660,830.46",,,0.23,%
25-Aug,,$,2773607.63,,,"($1,104,329.35)",,"$1,669,278.28",,,0.31,%
25-Sep,,$,1680891.50,,,"($958,244.13)",,"$722,647.37",,,0.34,%
25-Oct,,$,2625789.46,,,"($844,714.35)",,"$1,781,075.11",,,0.42,%
25-Nov,,$,1735610.59,,,"($1,094,201.55)",,"$641,409.04",,,0.45,%
25-Dec,,$,2461716.43,,,"($917,708.89)",,"$1,544,007.54",,,0.52,%
26-Jan,,$,1981844.32,,,"($757,734.89)",,"$1,224,109.43",,,0.58,%
26-Feb,,$,2349439.22,,,"($884,026.14)",,"$1,465,413.08",,,0.64,%
26-Mar,,$,1567946.27,,,"($1,215,258.60)",,"$352,687.67",,,0.66,%
