0,1,2,3
Tenor,Low Estimate  of Treasury Yield,Base Case  Treasury Yield,High Estimate  of Treasury Yield
2YR,3.7699%,3.9890%,4.3310%
3YR,3.8240%,4.0250%,4.3847%
5YR,3.8939%,4.1250%,4.4811%
