0,1,2,3,4,5,6,7
Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1)
Property Name/Location,Year Built/ Renovated,Total GLA (SF),Major Tenant,Tenant Size (SF),Lease Start Date,Lease Term (years),Annual Base Rent PSF
"Joplin Property(2)  Joplin, MO","1993, 1998, 2007 / 2018",567000,"Standard Transportation Services,Inc",567000,December-22,10.1,$4.31
"Pepsi Warehouse  Tulsa, OK",2026 / NAP,401221,Pepsi,401221,September-26,12.0,$8.55
"KCI Raymore South Building 5  Raymore, MO",2025 / NAP,555871,Church & Dwight Co.,555871,December-25,10.5,$6.50
"Wagner Industries  Kansas City, MO",1964 / 2000,484000,Wagner Industries,484000,July-25,10.0,$4.00
"I-35 Logistics Park  Olathe, KS",2023 / NAP,569584,GXO Logistics Supply Chain,200703,February-24,8.0,$5.78
"Lone Elm Logistics Center  Olathe, KS",2015 / NAP,499084,Professional Packaging Systems,247589,December-23,5.0,$3.81
"Clorox I-35 Distribution Center  Olathe, KS",2022 / NAP,569584,Clorox,569584,January-23,6.7,$4.15
"Therma Tru Building  Roland, OK",1973 / NAP,561761,"Citi Trends, Inc",561761,September-22,15.0,$4.84
