0,1,2,3,4,5,6,7,8,9,10
,,,,Initial Principal Amount(2)(3),Initial Principal Amount(2)(3),,,Interest Rate,,Final Scheduled Maturity Date
Class A-1 Notes,,,,$,310000000,,,·%,,"September 15, 2026"
Class A-2-A Notes(4),,},,$,521680000,,,·%,,"July 17, 2028"
Class A-2-B Notes(4),,},,$,521680000,,,SOFR Rate +·%(5),,"July 17, 2028"
Class A-3 Notes,,,,$,521680000,,,·%,,"April 15, 2030"
Class A-4 Notes,,,,$,75570000,,,·%,,"January 15, 2032"
Class B Notes,,,,$,27750000,,,·%,,"January 15, 2032"
Class C Notes,,,,$,46240000,,,·%,,"January 18, 2033"
Total,,,,$,1502920000,,,,,
