0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"June 15,  2027",,100.00,,100.00,,100.00,,100.00,,78.77,,58.80,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15,  2027",,100.00,,100.00,,100.00,,93.49,,71.25,,50.90,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15,  2027",,100.00,,100.00,,100.00,,88.40,,64.20,,43.49,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15,  2027",,100.00,,100.00,,97.06,,81.99,,57.41,,36.39,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15,  2027",,100.00,,100.00,,92.37,,75.72,,50.85,,29.57,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15,  2027",,100.00,,100.00,,86.42,,69.61,,44.51,,23.06,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15,  2027",,100.00,,100.00,,80.57,,63.66,,38.40,,16.83,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15,  2028",,100.00,,99.12,,74.84,,57.86,,32.53,,10.90,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15,  2028",,100.00,,94.62,,69.21,,52.22,,26.89,,5.27,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15,  2028",,100.00,,89.06,,63.68,,46.73,,21.48,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,99.70,
"April 15,  2028",,100.00,,83.53,,58.27,,41.41,,16.30,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,72.36,
"May 15,  2028",,99.59,,78.06,,52.98,,36.26,,11.38,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,52.07,
"June 15,  2028",,95.08,,72.85,,47.98,,31.41,,6.77,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"July 15,  2028",,89.68,,67.68,,43.08,,26.71,,2.39,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"August 15,  2028",,84.26,,62.54,,38.29,,22.16,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,90.39,,0.00,
"September 15,  2028",,78.91,,57.53,,33.67,,17.83,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,69.23,,0.00,
"October 15,  2028",,73.69,,52.67,,29.26,,13.72,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"November 15,  2028",,68.44,,47.84,,24.94,,9.77,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"December 15,  2028",,63.16,,43.05,,20.73,,5.97,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"January 15,  2029",,57.85,,38.29,,16.63,,2.32,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"February 15,  2029",,52.51,,33.56,,12.63,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,93.63,,0.00,,0.00,
"March 15,  2029",,47.14,,28.87,,8.73,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,75.48,,0.00,,0.00,
"April 15,  2029",,41.75,,24.21,,4.94,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,58.18,,0.00,,0.00,
"May 15,  2029",,37.22,,20.28,,1.69,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"June 15,  2029",,32.72,,16.42,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,92.19,,0.00,,0.00,,0.00,
"July 15,  2029",,28.60,,12.88,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,76.65,,0.00,,0.00,,0.00,
"August 15,  2029",,24.45,,9.37,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,61.55,,0.00,,0.00,,0.00,
"September 15,  2029",,20.27,,5.88,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"October 15,  2029",,16.52,,2.77,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"November 15,  2029",,12.75,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,98.21,,0.00,,0.00,,0.00,,0.00,
"December 15,  2029",,8.95,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,81.50,,0.00,,0.00,,0.00,,0.00,
"January 15,  2030",,5.14,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,64.93,,0.00,,0.00,,0.00,,0.00,
"February 15,  2030",,1.30,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"March 15,  2030",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,86.09,,0.00,,0.00,,0.00,,0.00,,0.00,
"April 15,  2030",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,64.99,,0.00,,0.00,,0.00,,0.00,,0.00,
"May 15,  2030",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,
,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted  Average Life to Call (years)(2),,3.34,,3.01,,2.60,,2.34,,1.97,,1.72,,4.43,,4.18,,3.75,,3.41,,2.86,,2.49,
Weighted  Average Life to Maturity (years)(2),,3.34,,3.01,,2.60,,2.34,,1.97,,1.72,,4.53,,4.26,,3.84,,3.49,,2.93,,2.53,
