0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.46,%
07/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,83.09,%
08/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,94.50,%,,,67.99,%
09/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,92.13,%,,,80.20,%,,,53.42,%
10/15/26,,,100.00,%,,,100.00,%,,,98.01,%,,,89.48,%,,,79.39,%,,,66.37,%,,,39.38,%
11/15/26,,,100.00,%,,,100.00,%,,,87.14,%,,,77.88,%,,,66.97,%,,,53.04,%,,,26.30,%
12/15/26,,,100.00,%,,,93.22,%,,,76.41,%,,,66.50,%,,,54.89,%,,,40.19,%,,,14.15,%
01/15/27,,,100.00,%,,,83.74,%,,,65.84,%,,,55.35,%,,,43.14,%,,,27.85,%,,,2.34,%
02/15/27,,,94.18,%,,,74.29,%,,,55.42,%,,,44.43,%,,,31.72,%,,,16.00,%,,,0.00,%
03/15/27,,,85.79,%,,,64.88,%,,,45.16,%,,,33.74,%,,,20.65,%,,,4.68,%,,,0.00,%
04/15/27,,,77.35,%,,,55.52,%,,,35.05,%,,,23.29,%,,,9.92,%,,,0.00,%,,,0.00,%
05/15/27,,,68.84,%,,,46.19,%,,,25.11,%,,,13.08,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/27,,,60.27,%,,,36.91,%,,,15.32,%,,,3.11,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/27,,,51.64,%,,,27.67,%,,,5.69,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/27,,,43.10,%,,,18.61,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/27,,,36.71,%,,,11.53,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/27,,,30.28,%,,,4.48,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/27,,,23.80,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/27,,,17.27,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/28,,,10.71,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/28,,,4.10,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/28,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,1.43,,,,1.19,,,,1.02,,,,0.94,,,,0.85,,,,0.75,,,,0.59,
Weighted Average Life (Years) to Maturity,,,1.43,,,,1.19,,,,1.02,,,,0.94,,,,0.85,,,,0.75,,,,0.59,
