0,1,2,3,4,5
Class A-1 Notes,,,$,382000000.0,
Class A-2a Notes,},,$,552400000.0,
Class A-2b Notes,},,$,552400000.0,
Class A-3 Notes,,,$,552200000.0,
Class A-4 Notes,,,$,92350000.0,
Certificates,,,$,40485901.75,
Total,,,$,1619435901.75,
