0,1,2,3,4,5
Class A-1 Notes,,,$,231600000.0,
Class A-2-A Notes  Class A-2-B Notes,},,$,488440000.0,
Class A-3 Notes,,,$,455250000.0,
Class A-4 Notes,,,$,60710000.0,
Class B Notes,,,$,24000000.0,
Class C Notes,,,$,40000000.0,
Yield Supplement Overcollateralization Amount,,,$,91820668.86,
Overcollateralization(2),,,$,33335403.35,
Total,,,$,1425156072.21,
