0,1,2,3,4,5,6,7,8,9,10
Payment Date,,1.00%,,1.50%,,1.75%,,2.00%,,2.50%
Closing Date,,100%,,100%,,100%,,100%,,100%
"June 15, 2025",,68%,,61%,,49%,,41%,,35%
"July 15, 2025",,37%,,24%,,8%,,2%,,0%
"August 15, 2025",,6%,,0%,,0%,,0%,,0%
"September 15, 2025",,0%,,0%,,0%,,0%,,0%
,,,,,,,,,,
Weighted Average Life (Years) to Call,,0.15,,0.13,,0.11,,0.10,,0.09
Weighted Average Life (Years) to Maturity,,0.15,,0.13,,0.11,,0.10,,0.09
