0,1,2,3,4,5
Mortgage Loan  Name,Transaction/Pooling  Agreement,% of Initial Pool  Balance,Master Servicer,Special Servicer,Trustee
International Plaza,INT 2025-PLAZA,7.0%,Trimont LLC,KeyBank National Association,Deutsche Bank National Trust Company
1010 Pacific Street,Benchmark 2025-V18,4.2%,Trimont LLC,"Torchlight Loan Services, LLC","Computershare Trust Company, National Association"
Terra Apartments,MSBAM 2025-5C2(3),2.7%,Trimont LLC,"LNR Partners, LLC",Deutsche Bank National Trust Company
,,,,,
,,,,,
