0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.00%
"July 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,64.80%
"August 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,45.07%
"September 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,26.81%
"October 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,94.68%,,10.05%
"November 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,76.58%,,0.00%
"December 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,59.71%,,0.00%
"January 15, 2028",,100.00%,,100.00%,,100.00%,,91.88%,,44.05%,,0.00%
"February 15, 2028",,100.00%,,100.00%,,100.00%,,75.12%,,29.63%,,0.00%
"March 15, 2028",,100.00%,,100.00%,,100.00%,,59.42%,,16.45%,,0.00%
"April 15, 2028",,100.00%,,100.00%,,86.90%,,46.92%,,5.47%,,0.00%
"May 15, 2028",,100.00%,,100.00%,,73.55%,,35.16%,,0.00%,,0.00%
"June 15, 2028",,100.00%,,100.00%,,60.81%,,24.14%,,0.00%,,0.00%
"July 15, 2028",,100.00%,,98.70%,,48.70%,,13.86%,,0.00%,,0.00%
"August 15, 2028",,100.00%,,84.39%,,37.20%,,4.34%,,0.00%,,0.00%
"September 15, 2028",,100.00%,,70.52%,,26.34%,,0.00%,,0.00%,,0.00%
"October 15, 2028",,100.00%,,57.10%,,16.10%,,0.00%,,0.00%,,0.00%
"November 15, 2028",,100.00%,,44.12%,,6.51%,,0.00%,,0.00%,,0.00%
"December 15, 2028",,84.73%,,31.60%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2029",,66.84%,,19.54%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2029",,49.12%,,7.93%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2029",,31.55%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,14.15%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,7.33%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2029",,0.57%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,4.35,,4.07,,3.77,,3.52,,3.25,,2.84
Weighted Average Life To Call (years)(1)(3),,3.89,,3.48,,3.23,,2.98,,2.81,,2.48
