0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,92.06%
"December 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,99.82%,,83.73%
"January 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,92.07%,,75.76%
"February 21, 2027",,100.00%,,100.00%,,100.00%,,94.75%,,84.60%,,68.16%
"March 21, 2027",,100.00%,,100.00%,,97.30%,,87.63%,,77.41%,,60.92%
"April 21, 2027",,100.00%,,100.00%,,90.83%,,81.03%,,70.68%,,53.97%
"May 21, 2027",,100.00%,,98.41%,,84.52%,,74.63%,,64.18%,,47.32%
"June 21, 2027",,100.00%,,92.35%,,78.38%,,68.43%,,57.91%,,40.97%
"July 21, 2027",,100.00%,,86.41%,,72.40%,,62.43%,,51.89%,,34.91%
"August 21, 2027",,100.00%,,80.59%,,66.59%,,56.62%,,46.10%,,29.16%
"September 21, 2027",,95.95%,,74.88%,,60.94%,,51.02%,,40.55%,,23.70%
"October 21, 2027",,90.20%,,69.29%,,55.46%,,45.62%,,35.25%,,18.56%
"November 21, 2027",,84.50%,,63.82%,,50.15%,,40.43%,,30.19%,,13.72%
"December 21, 2027",,78.84%,,58.46%,,45.00%,,35.44%,,25.37%,,9.18%
"January 21, 2028",,73.22%,,53.22%,,40.03%,,30.66%,,20.80%,,4.96%
"February 21, 2028",,67.65%,,48.11%,,35.23%,,26.09%,,16.48%,,1.05%
"March 21, 2028",,63.22%,,43.94%,,31.24%,,22.24%,,12.76%,,0.00%
"April 21, 2028",,58.83%,,39.87%,,27.39%,,18.55%,,9.24%,,0.00%
"May 21, 2028",,54.47%,,35.90%,,23.67%,,15.02%,,5.91%,,0.00%
"June 21, 2028",,50.14%,,32.01%,,20.09%,,11.65%,,2.77%,,0.00%
"July 21, 2028",,45.85%,,28.22%,,16.64%,,8.44%,,0.00%,,0.00%
"August 21, 2028",,41.59%,,24.53%,,13.33%,,5.41%,,0.00%,,0.00%
"September 21, 2028",,37.36%,,20.93%,,10.15%,,2.53%,,0.00%,,0.00%
"October 21, 2028",,33.17%,,17.43%,,7.11%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,29.01%,,14.02%,,4.21%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,24.89%,,10.71%,,1.45%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,20.80%,,7.50%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,16.75%,,4.39%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,13.89%,,2.11%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,11.05%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2029",,8.24%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2029",,5.45%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2029",,2.69%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.95,,2.61,,2.39,,2.22,,2.06,,1.82
Weighted Average Life To Call (years)(1)(3),,2.94,,2.60,,2.37,,2.22,,2.05,,1.82
