0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values  (in millions),Range of Fair Values  (in millions),,Range of Fair Values  (as a percentage of the fair values of the Notes and the certificates),Range of Fair Values  (as a percentage of the fair values of the Notes and the certificates),
Class A Notes,,$,965.58,,,90.1% - 90.4%,
Class B Notes,,$,30.33,,,2.8%,
Class C Notes,,$,15.17,,,1.4%,
Fair Value of the Notes,,$,1011.08,,,94.3% - 94.6%,
Certificates,,$,57.45  - $61.12,,,5.4% - 5.7%,
Total,,$,"1,068.53 - $1,072.20",,,100.0%,
Reserve Account,,$,2.53,,,0.2%,
Fair Value of the Certificates and Reserve Account,,$,59.98 - $63.65,,,5.6% - 5.9%,
