0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.60,%
07/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,87.55,%
08/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.95,%,,,76.44,%
09/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,94.21,%,,,85.43,%,,,65.72,%
10/15/26,,,100.00,%,,,100.00,%,,,98.53,%,,,92.26,%,,,84.83,%,,,75.25,%,,,55.38,%
11/15/26,,,100.00,%,,,100.00,%,,,90.53,%,,,83.72,%,,,75.69,%,,,65.44,%,,,45.75,%
12/15/26,,,100.00,%,,,95.01,%,,,82.64,%,,,75.34,%,,,66.80,%,,,55.98,%,,,36.81,%
01/15/27,,,100.00,%,,,88.03,%,,,74.86,%,,,67.13,%,,,58.15,%,,,46.89,%,,,28.12,%
02/15/27,,,95.72,%,,,81.08,%,,,67.19,%,,,59.10,%,,,49.75,%,,,38.18,%,,,19.68,%
03/15/27,,,89.54,%,,,74.15,%,,,59.64,%,,,51.23,%,,,41.60,%,,,29.84,%,,,11.49,%
04/15/27,,,83.33,%,,,67.26,%,,,52.20,%,,,43.54,%,,,33.70,%,,,21.90,%,,,3.58,%
05/15/27,,,77.07,%,,,60.40,%,,,44.88,%,,,36.02,%,,,26.06,%,,,14.36,%,,,0.00,%
06/15/27,,,70.76,%,,,53.57,%,,,37.67,%,,,28.69,%,,,18.68,%,,,7.23,%,,,0.00,%
07/15/27,,,64.41,%,,,46.77,%,,,30.59,%,,,21.53,%,,,11.56,%,,,0.40,%,,,0.00,%
08/15/27,,,58.12,%,,,40.10,%,,,23.70,%,,,14.61,%,,,4.73,%,,,0.00,%,,,0.00,%
09/15/27,,,53.42,%,,,34.89,%,,,18.06,%,,,8.75,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/27,,,48.68,%,,,29.70,%,,,12.50,%,,,3.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/27,,,43.91,%,,,24.53,%,,,7.01,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/27,,,39.11,%,,,19.38,%,,,1.60,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/28,,,34.28,%,,,14.27,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/28,,,29.42,%,,,9.18,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/28,,,24.52,%,,,4.11,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/28,,,19.58,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/28,,,14.60,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/28,,,9.59,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/28,,,4.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/28,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,1.65,,,,1.38,,,,1.18,,,,1.08,,,,0.99,,,,0.88,,,,0.71,
Weighted Average Life (Years) to Maturity,,,1.65,,,,1.38,,,,1.18,,,,1.08,,,,0.99,,,,0.88,,,,0.71,
