0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"June 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"July 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"August 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"September 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"October 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.11,%
"November 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,98.03,%,,,92.50,%,,,83.37,%
"December 15, 2026",,,100.00,%,,,100.00,%,,,93.97,%,,,88.22,%,,,82.08,%,,,71.98,%
"January 15, 2027",,,100.00,%,,,93.66,%,,,84.91,%,,,78.62,%,,,71.92,%,,,60.96,%
"February 15, 2027",,,99.58,%,,,85.48,%,,,76.03,%,,,69.25,%,,,62.03,%,,,50.26,%
"March 15, 2027",,,92.62,%,,,77.52,%,,,67.42,%,,,60.17,%,,,52.45,%,,,39.87,%
"April 15, 2027",,,85.70,%,,,69.69,%,,,58.98,%,,,51.29,%,,,43.12,%,,,29.82,%
"May 15, 2027",,,78.83,%,,,61.98,%,,,50.71,%,,,42.64,%,,,34.05,%,,,20.08,%
"June 15, 2027",,,72.00,%,,,54.39,%,,,42.62,%,,,34.19,%,,,25.24,%,,,10.68,%
"July 15, 2027",,,65.21,%,,,46.92,%,,,34.71,%,,,25.97,%,,,16.68,%,,,1.60,%
"August 15, 2027",,,58.47,%,,,39.58,%,,,26.97,%,,,17.96,%,,,8.39,%,,,0.00,%
"September 15, 2027",,,51.77,%,,,32.35,%,,,19.42,%,,,10.17,%,,,0.35,%,,,0.00,%
"October 15, 2027",,,45.12,%,,,25.26,%,,,12.04,%,,,2.59,%,,,0.00,%,,,0.00,%
"November 15, 2027",,,38.51,%,,,18.29,%,,,4.84,%,,,0.00,%,,,0.00,%,,,0.00,%
"December 15, 2027",,,31.95,%,,,11.45,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"January 15, 2028",,,25.97,%,,,5.17,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"February 15, 2028",,,20.03,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 15, 2028",,,14.13,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"April 15, 2028",,,8.27,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"May 15, 2028",,,2.46,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"June 15, 2028",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,1.41,,,,1.19,,,,1.07,,,,0.99,,,,0.91,,,,0.81,
Weighted Average Life To Call (years)(1)(3),,,1.41,,,,1.19,,,,1.07,,,,0.99,,,,0.91,,,,0.81,
