0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,97.43%
"February 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,89.06%
"March 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,96.57%,,81.05%
"April 15, 2027",,100.00%,,100.00%,,100.00%,,98.74%,,89.09%,,73.48%
"May 15, 2027",,100.00%,,100.00%,,100.00%,,91.62%,,81.88%,,66.18%
"June 15, 2027",,100.00%,,100.00%,,94.02%,,84.74%,,74.94%,,59.17%
"July 15, 2027",,100.00%,,100.00%,,87.74%,,78.34%,,68.42%,,52.44%
"August 15, 2027",,100.00%,,94.98%,,81.63%,,72.13%,,62.11%,,45.99%
"September 15, 2027",,100.00%,,89.11%,,75.67%,,66.12%,,56.04%,,39.82%
"October 15, 2027",,100.00%,,83.35%,,69.87%,,60.29%,,50.19%,,33.95%
"November 15, 2027",,98.10%,,77.70%,,64.23%,,54.66%,,44.58%,,28.36%
"December 15, 2027",,92.49%,,72.16%,,58.75%,,49.22%,,39.19%,,23.07%
"January 15, 2028",,86.92%,,66.73%,,53.43%,,43.98%,,34.04%,,18.06%
"February 15, 2028",,81.38%,,61.42%,,48.27%,,38.94%,,29.12%,,13.35%
"March 15, 2028",,75.90%,,56.22%,,43.27%,,34.09%,,24.43%,,8.94%
"April 15, 2028",,70.45%,,51.14%,,38.44%,,29.45%,,19.99%,,4.83%
"May 15, 2028",,65.04%,,46.17%,,33.78%,,25.00%,,15.78%,,1.01%
"June 15, 2028",,60.76%,,42.14%,,29.92%,,21.27%,,12.19%,,0.00%
"July 15, 2028",,56.51%,,38.20%,,26.19%,,17.70%,,8.78%,,0.00%
"August 15, 2028",,52.29%,,34.35%,,22.59%,,14.28%,,5.55%,,0.00%
"September 15, 2028",,48.11%,,30.60%,,19.12%,,11.02%,,2.51%,,0.00%
"October 15, 2028",,43.95%,,26.93%,,15.78%,,7.91%,,0.00%,,0.00%
"November 15, 2028",,39.83%,,23.35%,,12.57%,,4.97%,,0.00%,,0.00%
"December 15, 2028",,35.74%,,19.86%,,9.49%,,2.18%,,0.00%,,0.00%
"January 15, 2029",,31.69%,,16.47%,,6.55%,,0.00%,,0.00%,,0.00%
"February 15, 2029",,27.66%,,13.17%,,3.74%,,0.00%,,0.00%,,0.00%
"March 15, 2029",,23.68%,,9.97%,,1.06%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,19.72%,,6.86%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,15.80%,,3.85%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2029",,13.02%,,1.62%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2029",,10.26%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2029",,7.53%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 15, 2029",,4.81%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2029",,2.13%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.89,,2.56,,2.34,,2.18,,2.02,,1.79
Weighted Average Life To Call (years)(1)(3),,2.89,,2.56,,2.33,,2.17,,2.01,,1.78
