0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$33,000,000",89.0%,,Loan Payoff(2):,"$35,058,876",94.6%
Sponsor Equity:,"$4,061,103",11.0%,,Closing Costs:,"$1,511,545",4.1%
,,,,Upfront Reserves:,"$490,682",1.3%
,,,,,,
Total Sources:,"$37,061,103",100.0%,,Total Uses:,"$37,061,103",100.0%
