0,1,2,3,4,5,6,7
,,Selling  Concessions not to exceed,Selling  Concessions not to exceed,,,Reallowances not  to exceed,Reallowances not  to exceed
Class A-1 notes,,●,%,,,●,%
Class A-2a notes,,●,%,,,●,%
Class A-2b notes,,●,%,,,●,%
Class A-3 notes,,●,%,,,●,%
Class A-4 notes,,●,%,,,●,%
Class B notes,,●,%,,,●,%
