0,1,2,3,4,5
Market  Rent Summary,Market  Rent Summary,Market  Rent Summary,Market  Rent Summary,Market  Rent Summary,Market  Rent Summary
,Market  Rent (PSF),Reimbursements,Rent  Increase Projection,Tenant  Improvement (New/Renewal),Leasing  Commissions (New/Renewal)
Office 2-4,$105.00,Mod. Gross,8.0% in Yr.6,$150.00 / $65.00,5.25% / 2.63%
Office 5-8,$120.00,Mod. Gross,8.0% in Yr.6,$150.00 / $65.00,5.25% / 2.63%
Office 9-11,$160.00,Mod. Gross,8.0% in Yr.6,$165.00 / $75.00,5.25% / 2.63%
Retail/W21 -W22,$115.00,RET over BY,3.00%,$75.00 / $30.00,5.25% / 2.63%
Grade/K Cole,$105.00,Mod. Gross,8.0% in Yr.6,$150.00 / $65.00,5.25% / 2.63%
