0,1,2,3,4,5,6,7,8,9,10
,,Principal  Amount of  Class A-1 Notes,,Principal  Amount of  Class A-2a Notes(1),,Principal  Amount of  Class A-2b Notes(1),,Principal  Amount of  Class A-3 Notes,,Principal  Amount of  Class A-4 Notes
Mizuho Securities USA LLC,,$__________,,$__________,,$__________,,$__________,,$__________
Barclays Capital Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
MUFG Securities Americas Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
"RBC Capital Markets, LLC",,$__________,,$__________,,$__________,,$__________,,$__________
"ANZ Securities, Inc.",,$__________,,$__________,,$__________,,$__________,,$__________
CIBC World Markets Corp.,,$__________,,$__________,,$__________,,$__________,,$__________
Scotia Capital (USA) Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
Total,,"$255,550,000(3)",,$_____ (2),,$_____ (2),,"$437,950,000(3)",,"$71,487,000(3)"
