0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.47%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,97.94%,,92.35%,,83.09%
"December 15, 2025",,100.00%,,100.00%,,94.09%,,88.40%,,82.24%,,72.04%
"January 15, 2026",,100.00%,,93.84%,,85.28%,,79.08%,,72.40%,,61.33%
"February 15, 2026",,99.62%,,85.88%,,76.65%,,69.99%,,62.84%,,50.95%
"March 15, 2026",,92.85%,,78.15%,,68.29%,,61.18%,,53.55%,,40.90%
"April 15, 2026",,86.12%,,70.54%,,60.09%,,52.58%,,44.53%,,31.20%
"May 15, 2026",,79.44%,,63.05%,,52.08%,,44.19%,,35.76%,,21.83%
"June 15, 2026",,72.80%,,55.68%,,44.24%,,36.02%,,27.25%,,12.81%
"July 15, 2026",,66.20%,,48.43%,,36.57%,,28.07%,,19.00%,,4.13%
"August 15, 2026",,59.65%,,41.30%,,29.08%,,20.33%,,11.02%,,0.00%
"September 15, 2026",,53.14%,,34.30%,,21.77%,,12.82%,,3.31%,,0.00%
"October 15, 2026",,46.67%,,27.42%,,14.64%,,5.52%,,0.00%,,0.00%
"November 15, 2026",,40.25%,,20.66%,,7.69%,,0.00%,,0.00%,,0.00%
"December 15, 2026",,33.87%,,14.03%,,0.92%,,0.00%,,0.00%,,0.00%
"January 15, 2027",,28.02%,,7.90%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2027",,22.21%,,1.88%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2027",,16.44%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2027",,10.71%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2027",,5.03%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
Weighted Average Life To Call (years)(1)(3),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
