0,1,2,3,4
,Initial Principal Amount,Interest Rate,Accrual Method,Final Scheduled Payment Date
Class A‑1 Notes(1)(2),"$262,000,000",___%,Actual/360,"January 15, 2027"
Class A‑2a Notes(1)(2),"$460,400,000(3)",___%,30/360,"December 15, 2028"
Class A-2b Notes(1)(2),"$460,400,000(3)",SOFR Rate + ___%(4)(5),Actual/360,"December 15, 2028"
Class A‑3 Notes(1)(2),"$460,400,000",___%,30/360,"September 16, 2030"
Class A‑4 Notes(1)(2),"$84,700,000",___%,30/360,"July 15, 2031"
Class B Notes(1)(2),"$32,500,000",0.00%,30/360,"August 16, 2032"
