0,1,2,3,4,5,6,7,8
Notes,Initial Principal  Amount(2),Interest Rate,Accrual Method,Expected Final Payment Date(3),Final Scheduled Payment Date,Initial Price  to Public,Underwriting  Discount,Proceeds to Depositor
Class A-1,"$167,000,000",____%,Actual/360,"December 26, 2025","June 25, 2026",___%,___%,___%
Class A-2a,"$416,500,000 (aggregate)(4)",____%,30/360,"January 25, 2027","September 27, 2027",___%,___%,___%
Class A-2b,"$416,500,000 (aggregate)(4)",Benchmark + ____%(5)(6),Actual/360,"January 25, 2027","September 27, 2027",___%,___%,___%
Class A-3,"$416,500,000",____%,30/360,"October 25, 2027","June 26, 2028",___%,___%,___%
Class A-4,"$100,000,000",____%,30/360,"December 27, 2027","October 25, 2028",___%,___%,___%
Total,"$1,100,000,000",,,,,$______,$_______,$_______
