0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$20,800,000",100.0%,,Loan Payoff:,"$13,380,592",64.3%
,,,,Return of Equity:,"$7,283,958",35.0%
,,,,Closing Costs:,"$135,450",0.7%
Total Sources:,"$20,800,000",100.0%,,Total Uses:,"$20,800,000",100.0%
