0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.88,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,94.09,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,96.73,%,,,87.64,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,91.43,%,,,81.33,%
November 2026,,,100.00,%,,,100.00,%,,,94.95,%,,,85.51,%,,,75.17,%
December 2026,,,100.00,%,,,100.00,%,,,90.06,%,,,79.72,%,,,69.16,%
January 2027,,,100.00,%,,,99.36,%,,,84.59,%,,,74.06,%,,,63.30,%
February 2027,,,100.00,%,,,94.87,%,,,79.23,%,,,68.52,%,,,57.58,%
March 2027,,,100.00,%,,,89.82,%,,,73.96,%,,,63.11,%,,,52.03,%
April 2027,,,100.00,%,,,84.85,%,,,68.81,%,,,57.83,%,,,46.62,%
May 2027,,,100.00,%,,,79.95,%,,,63.76,%,,,52.68,%,,,41.37,%
June 2027,,,100.00,%,,,75.12,%,,,58.82,%,,,47.66,%,,,36.27,%
July 2027,,,96.10,%,,,70.36,%,,,53.99,%,,,42.78,%,,,31.33,%
August 2027,,,91.96,%,,,65.68,%,,,49.26,%,,,38.03,%,,,26.55,%
September 2027,,,87.81,%,,,61.43,%,,,44.94,%,,,33.66,%,,,22.14,%
October 2027,,,83.71,%,,,57.26,%,,,40.74,%,,,29.43,%,,,17.88,%
November 2027,,,79.62,%,,,53.17,%,,,36.63,%,,,25.32,%,,,13.77,%
December 2027,,,75.55,%,,,49.14,%,,,32.63,%,,,21.34,%,,,9.80,%
January 2028,,,71.50,%,,,45.18,%,,,28.73,%,,,17.47,%,,,5.98,%
February 2028,,,67.47,%,,,41.29,%,,,24.93,%,,,13.74,%,,,2.31,%
March 2028,,,63.45,%,,,37.47,%,,,21.23,%,,,10.12,%,,,0.00,%
April 2028,,,59.45,%,,,33.72,%,,,17.64,%,,,6.64,%,,,0.00,%
May 2028,,,55.47,%,,,30.04,%,,,14.15,%,,,3.28,%,,,0.00,%
June 2028,,,51.51,%,,,26.43,%,,,10.77,%,,,0.05,%,,,0.00,%
July 2028,,,47.56,%,,,22.90,%,,,7.49,%,,,0.00,%,,,0.00,%
August 2028,,,43.64,%,,,19.44,%,,,4.32,%,,,0.00,%,,,0.00,%
September 2028,,,39.95,%,,,16.21,%,,,1.37,%,,,0.00,%,,,0.00,%
October 2028,,,36.30,%,,,13.05,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2028,,,32.67,%,,,9.97,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2028,,,29.05,%,,,6.96,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,25.45,%,,,4.02,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,21.87,%,,,1.15,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2029,,,18.31,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2029,,,14.77,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2029,,,11.25,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,7.74,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,4.26,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,0.79,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,3.48,,,,2.95,,,,2.63,,,,2.43,,,,2.24,
Weighted Average Life to Maturity (years)(1),,,3.48,,,,2.95,,,,2.63,,,,2.43,,,,2.24,
