0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,
Payment Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,
Closing Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15, 2024",,90.17,,87.24,,84.03,,81.93,,78.85,,76.27,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2024",,81.06,,75.30,,68.99,,64.85,,58.80,,53.74,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2024",,71.89,,63.41,,54.10,,48.00,,39.09,,31.63,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2024",,62.64,,51.52,,39.33,,31.35,,19.68,,9.92,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2024",,53.36,,39.72,,24.75,,14.96,,0.64,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,93.92,
"December 15, 2024",,44.00,,27.93,,10.30,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,99.34,,90.31,,82.76,
"January 15, 2025",,34.62,,16.22,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,97.88,,90.81,,80.48,,71.84,
"February 15, 2025",,25.18,,4.55,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.33,,82.40,,70.83,,61.15,
"March 15, 2025",,15.60,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,96.17,,82.82,,74.09,,61.33,,50.67,
"April 15, 2025",,6.05,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,89.98,,75.44,,65.94,,52.06,,40.46,
