0,1,2
,,
Basic Servicing Fee,,1.00% per annum
Indenture Trustee Fee,,"$3,500 per annum plus reasonable expenses"
Owner Trustee Fee,,"$3,500 per annum plus reasonable expenses"
Owner Trustee Certificate Administration (Tax) Fee,,"up to $10,000 per annum (for less than 100 holders) plus reasonable expenses"
Administrator Fee,,"$18,000 per annum plus reasonable expenses"
Asset Representations Reviewer Fee,,"$5,000 per annum plus reasonable expenses"
Asset Representations Reviewer Receivable Review Fee,,$200 per receivable
