0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$77,161,496.74",,November 2027,,"$10,825,338.49"
February 2025,,71602126.93,,December 2027,,9907789.73
March 2025,,68899113.82,,January 2028,,9040994.22
April 2025,,66247953.24,,February 2028,,8224028.90
May 2025,,63649204.23,,March 2028,,7455039.20
June 2025,,61102941.36,,April 2028,,6732715.05
July 2025,,58609369.71,,May 2028,,6056596.45
August 2025,,56168738.51,,June 2028,,5425751.21
September 2025,,53781160.47,,July 2028,,4838806.81
October 2025,,51446708.41,,August 2028,,4294268.76
November 2025,,49165559.10,,September 2028,,3790324.90
December 2025,,46937771.32,,October 2028,,3324460.22
January 2026,,44763590.53,,November 2028,,2895825.04
February 2026,,42643197.45,,December 2028,,2503728.88
March 2026,,40576764.82,,January 2029,,2147698.75
April 2026,,38564476.57,,February 2029,,1827133.55
May 2026,,36606603.58,,March 2029,,1541290.94
June 2026,,34703357.02,,April 2029,,1289353.98
July 2026,,32855073.16,,May 2029,,1069616.85
August 2026,,31062113.30,,June 2029,,879851.64
September 2026,,29324718.32,,July 2029,,717435.30
October 2026,,27643006.13,,August 2029,,579288.50
November 2026,,26016953.86,,September 2029,,461230.17
December 2026,,24446510.41,,October 2029,,359150.69
January 2027,,22931760.05,,November 2029,,271860.34
February 2027,,21472820.69,,December 2029,,198396.91
March 2027,,20069672.43,,January 2030,,137962.72
April 2027,,18722382.28,,February 2030,,89839.06
May 2027,,17431030.64,,March 2030,,53346.95
June 2027,,16195369.25,,April 2030,,27647.81
July 2027,,15014593.00,,May 2030,,11472.65
August 2027,,13887991.32,,June 2030,,3029.52
September 2027,,12814810.39,,July 2030,,0.91
October 2027,,11794113.27,,August 2030,,0.00
,,,,,,
,,,,,,
