0,1,2,3,4,5,6,7,8,9,10,11,12
"Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)"
,Competitive Set(2),Competitive Set(2),Competitive Set(2),Competitive Set(2),Aura Hotel Times Square Property(3),Aura Hotel Times Square Property(3),Aura Hotel Times Square Property(3),Aura Hotel Times Square Property(3),Aura Hotel Times Square Property(3),Penetration Factor,Penetration Factor,Penetration Factor
Year,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR
12/31/2023 TTM(4),,81.4%,$244.46,$199.05,,100.0%,$186.98,$186.98,,122.8%,76.5%,93.9%
12/31/2024 TTM,,81.7%,$253.37,$207.12,,61.4%,$229.56,$140.97,,75.1%,90.6%,68.1%
12/31/2025 TTM,,85.8%,$257.89,$221.24,,79.2%,$239.12,$189.30,,92.3%,92.7%,85.6%
