0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Whole Loan Amount:,"$180,000,000",99.4%,,Loan Payoff:,"$180,677,256",99.8%
Borrower Sponsor Equity,"$1,114,774",0.6%,,Closing Costs:,"$437,517",0.2%
,,,,,,
Total Sources:,"$181,114,774",100.0%,,Total Uses:,"$181,114,774",100.0%
