0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,,,,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"June 15, 2026",,,79.42,%,,,74.69,%,,,71.50,%,,,69.20,%,,,66.72,%,,,62.56,%
"July 15, 2026",,,69.22,%,,,62.28,%,,,57.61,%,,,54.23,%,,,50.60,%,,,44.53,%
"August 15, 2026",,,59.07,%,,,50.04,%,,,43.95,%,,,39.55,%,,,34.84,%,,,26.98,%
"September 15, 2026",,,48.98,%,,,37.95,%,,,30.53,%,,,25.17,%,,,19.43,%,,,9.89,%
"October 15, 2026",,,38.95,%,,,26.03,%,,,17.35,%,,,11.08,%,,,4.38,%,,,0.00,%
"November 15, 2026",,,28.98,%,,,14.28,%,,,4.40,%,,,0.00,%,,,0.00,%,,,0.00,%
"December 15, 2026",,,19.07,%,,,2.70,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"January 15, 2027",,,9.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"February 15, 2027",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,0.38,,,,0.31,,,,0.28,,,,0.25,,,,0.24,,,,0.21,
Weighted Average Life To Call (years)(1)(3),,,0.38,,,,0.31,,,,0.28,,,,0.25,,,,0.24,,,,0.21,
