0,1,2,3
Class of Certificates,Expected Initial  Certificate Balance(1),Estimated Fair Value  (in % and $)(2),Expected Purchase Price  (in % and $) (3)
Class F-RR,"$13,098,000","0.80%/$6,267,301","47.8493%/$6,267,301"
Class G-RR,"$31,811,164","1.93%/$15,186,745","47.7403%/$15,186,745"
