0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
Payment Date,,1.00%,,1.50%,,1.75%,,2.00%,,2.50%
"March 15, 2028",,14%,,0%,,0%,,0%,,0%
"April 15, 2028",,5%,,0%,,0%,,0%,,0%
"May 15, 2028",,0%,,0%,,0%,,0%,,0%
,,,,,,,,,,
Weighted Average Life (Years) to Call,,3.59,,2.93,,2.64,,2.39,,2.00
Weighted Average Life (Years) to Maturity,,3.59,,2.93,,2.64,,2.39,,2.00
