0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
20-Oct,,$,98576.58,,,$0.00,,"$98,576.58",,,0.01,%
20-Nov,,$,133032.24,,,"($29,350.84)",,"$103,681.40",,,0.02,%
20-Dec,,$,470536.85,,,"($74,868.60)",,"$395,668.25",,,0.05,%
21-Jan,,$,1218814.45,,,"($147,881.64)",,"$1,070,932.81",,,0.13,%
21-Feb,,$,1466212.68,,,"($294,998.25)",,"$1,171,214.43",,,0.21,%
21-Mar,,$,881089.90,,,"($529,653.28)",,"$351,436.62",,,0.24,%
21-Apr,,$,1001672.01,,,"($381,194.63)",,"$620,477.38",,,0.29,%
21-May,,$,652684.37,,,"($524,143.43)",,"$128,540.94",,,0.30,%
21-Jun,,$,684286.93,,,"($547,455.92)",,"$136,831.01",,,0.31,%
21-Jul,,$,656169.64,,,"($483,019.58)",,"$173,150.06",,,0.32,%
21-Aug,,$,586844.98,,,"($432,431.10)",,"$154,413.88",,,0.33,%
21-Sep,,$,684003.84,,,"($411,737.07)",,"$272,266.77",,,0.35,%
21-Oct,,$,922791.00,,,"($500,658.20)",,"$422,132.80",,,0.39,%
21-Nov,,$,770818.17,,,"($307,792.65)",,"$463,025.52",,,0.42,%
21-Dec,,$,766145.62,,,"($415,363.48)",,"$350,782.14",,,0.45,%
22-Jan,,$,918377.99,,,"($419,729.34)",,"$498,648.65",,,0.48,%
22-Feb,,$,677815.73,,,"($272,489.46)",,"$405,326.27",,,0.51,%
22-Mar,,$,860787.05,,,"($777,918.63)",,"$82,868.42",,,0.52,%
22-Apr,,$,304186.30,,,"($486,624.56)",,"($182,438.26)",,,0.51,%
22-May,,$,498744.30,,,"($384,804.92)",,"$113,939.38",,,0.52,%
22-Jun,,$,327937.58,,,"($335,850.89)",,"($7,913.31)",,,0.52,%
22-Jul,,$,666761.25,,,"($234,439.38)",,"$432,321.87",,,0.55,%
22-Aug,,$,609748.88,,,"($389,067.46)",,"$220,681.42",,,0.56,%
22-Sep,,$,771769.16,,,"($261,075.82)",,"$510,693.34",,,0.60,%
22-Oct,,$,595346.14,,,"($350,742.90)",,"$244,603.24",,,0.62,%
22-Nov,,$,687485.44,,,"($241,282.75)",,"$446,202.69",,,0.66,%
22-Dec,,$,400986.68,,,"($360,300.17)",,"$40,686.51",,,0.66,%
23-Jan,,$,519417.70,,,"($462,830.90)",,"$56,586.80",,,0.66,%
23-Feb,,$,453360.23,,,"($357,043.59)",,"$96,316.64",,,0.67,%
23-Mar,,$,381576.23,,,"($319,216.21)",,"$62,360.02",,,0.67,%
23-Apr,,$,512301.09,,,"($289,918.69)",,"$222,382.40",,,0.69,%
23-May,,$,638378.36,,,"($277,512.13)",,"$360,866.23",,,0.72,%
23-Jun,,$,379520.77,,,"($295,279.01)",,"$84,241.76",,,0.73,%
23-Jul,,$,365309.05,,,"($262,771.37)",,"$102,537.68",,,0.73,%
23-Aug,,$,494274.49,,,"($319,461.25)",,"$174,813.24",,,0.75,%
23-Sep,,$,347311.21,,,"($365,307.85)",,"($17,996.64)",,,0.74,%
23-Oct,,$,551141.64,,,"($179,930.07)",,"$371,211.57",,,0.77,%
23-Nov,,$,347651.44,,,"($250,490.32)",,"$97,161.12",,,0.78,%
23-Dec,,$,125039.50,,,"($179,614.15)",,"($54,574.65)",,,0.78,%
24-Jan,,$,344360.25,,,"($279,042.47)",,"$65,317.78",,,0.78,%
24-Feb,,$,259965.94,,,"($339,125.89)",,"($79,159.95)",,,0.77,%
24-Mar,,$,375676.73,,,"($168,166.87)",,"$207,509.86",,,0.79,%
