0,1,2,3,4,5,6,7,8,9,10,11,12
Payment  Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,78.68%,,73.87%,,70.62%,,68.26%,,65.70%,,61.21%
"December 15, 2024",,68.11%,,61.06%,,56.30%,,52.85%,,49.11%,,42.61%
"January 15, 2025",,57.60%,,48.42%,,42.24%,,37.75%,,32.91%,,24.53%
"February 15, 2025",,47.15%,,35.96%,,28.42%,,22.97%,,17.09%,,6.99%
"March 15, 2025",,36.77%,,23.67%,,14.86%,,8.50%,,1.65%,,0.00%
"April 15, 2025",,26.45%,,11.55%,,1.56%,,0.00%,,0.00%,,0.00%
"May 15, 2025",,16.20%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2025",,6.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2025",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted  Average Life To Maturity (years)(1)(2),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
Weighted  Average Life To Call (years)(1)(3),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
