0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,93.70
"July 15, 2025",,,100.00,,100.00,,100.00,,97.60,,92.17,,83.55
"August 15, 2025",,,100.00,,100.00,,97.50,,89.21,,83.22,,73.63
"September 15, 2025",,,100.00,,100.00,,90.05,,80.97,,74.47,,63.93
"October 15, 2025",,,100.00,,97.65,,82.82,,72.95,,65.89,,54.45
"November 15, 2025",,,100.00,,91.63,,75.68,,65.07,,57.48,,45.21
"December 15, 2025",,,100.00,,85.63,,68.63,,57.33,,49.25,,36.19
"January 15, 2026",,,95.67,,79.66,,61.68,,49.73,,41.19,,27.40
"February 15, 2026",,,90.55,,73.72,,54.82,,42.27,,33.31,,18.85
"March 15, 2026",,,85.39,,67.80,,48.05,,34.95,,25.61,,10.53
"April 15, 2026",,,80.20,,61.91,,41.38,,27.78,,18.08,,2.45
"May 15, 2026",,,74.98,,56.05,,34.81,,20.75,,10.73,,0.00
"June 15, 2026",,,69.72,,50.21,,28.34,,13.87,,3.57,,0.00
"July 15, 2026",,,64.43,,44.40,,21.96,,7.13,,0.00,,0.00
"August 15, 2026",,,59.14,,38.65,,15.72,,0.57,,0.00,,0.00
"September 15, 2026",,,53.98,,33.07,,9.68,,0.00,,0.00,,0.00
"October 15, 2026",,,48.79,,27.52,,3.74,,0.00,,0.00,,0.00
"November 15, 2026",,,43.56,,21.99,,0.00,,0.00,,0.00,,0.00
"December 15, 2026",,,38.30,,16.49,,0.00,,0.00,,0.00,,0.00
"January 15, 2027",,,33.00,,11.02,,0.00,,0.00,,0.00,,0.00
"February 15, 2027",,,27.67,,5.58,,0.00,,0.00,,0.00,,0.00
"March 15, 2027",,,22.30,,0.16,,0.00,,0.00,,0.00,,0.00
"April 15, 2027",,,16.90,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15, 2027",,,11.46,,0.00,,0.00,,0.00,,0.00,,0.00
"June 15, 2027",,,5.98,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15, 2027",,,0.47,,0.00,,0.00,,0.00,,0.00,,0.00
"August 15, 2027",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,1.73,,1.43,,1.16,,1.01,,0.92,,0.80
Weighted Average Life to Maturity (Years)(2),,,1.73,,1.43,,1.16,,1.01,,0.92,,0.80
,,,,,,,,,,,,,
,,,,,,,,,,,,,
