0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/26,,,79.87,%,,,75.32,%,,,70.83,%,,,68.09,%,,,64.77,%,,,60.31,%,,,43.61,%
05/15/26,,,71.54,%,,,64.87,%,,,58.29,%,,,54.30,%,,,49.46,%,,,43.02,%,,,20.17,%
06/15/26,,,63.15,%,,,54.45,%,,,45.91,%,,,40.73,%,,,34.49,%,,,26.22,%,,,0.00,%
07/15/26,,,54.70,%,,,44.07,%,,,33.67,%,,,27.39,%,,,19.85,%,,,9.92,%,,,0.00,%
08/15/26,,,46.18,%,,,33.72,%,,,21.58,%,,,14.28,%,,,5.55,%,,,0.00,%,,,0.00,%
09/15/26,,,37.61,%,,,23.42,%,,,9.65,%,,,1.40,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/26,,,28.97,%,,,13.16,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/26,,,20.27,%,,,2.94,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/26,,,11.50,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/27,,,2.67,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/27,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,0.44,,,,0.36,,,,0.30,,,,0.27,,,,0.24,,,,0.21,,,,0.15,
Weighted Average Life (Years) to Maturity,,,0.44,,,,0.36,,,,0.30,,,,0.27,,,,0.24,,,,0.21,,,,0.15,
