0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,79.43%,,74.68%,,71.45%,,69.07%,,66.43%,,61.01%
"July 15, 2025",,69.23%,,62.27%,,57.54%,,54.06%,,50.22%,,43.13%
"August 15, 2025",,59.09%,,50.03%,,43.87%,,39.37%,,34.40%,,25.71%
"September 15, 2025",,49.01%,,37.96%,,30.46%,,24.98%,,18.96%,,8.75%
"October 15, 2025",,38.99%,,26.05%,,17.29%,,10.90%,,3.91%,,0.00%
"November 15, 2025",,29.03%,,14.32%,,4.37%,,0.00%,,0.00%,,0.00%
"December 15, 2025",,19.14%,,2.76%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2026",,9.30%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
Weighted Average Life To Call (years)(1)(3),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
