0,1,2,3,4,5,6,7,8
Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1),Sales Comparables(1)
Property Name/Location,Year Built/Renovated,Total GLA (SF),Occupancy %,Anchor/Major Tenant,Sale Price,Actual Sale Price PSF,Inline Sales PSF,Capitalization Rate
"Westroads Mall  Omaha, NE",1968/2015,"538,040(2)",94.0%(2),Dick's Sporting Goods,,,$466,
"One Bellevue Place  Nashville, TN",2018/NAP,355019,96.0%,AMC Theaters,"$92,000,000",$259.14,NAV,7.0%
"Crabtree Valley Mall  Raleigh, NC",1972/2003,1147631,87.0%,Macy's,"$290,000,000",$252.69,$615.00,11.0%
"South Plains Mall  Lubbock, TX",1972/2015,983517,70.0%,Dillard's,"$190,540,000",$193.73,$485.00,9.4%
"Galleria at Sunset  Henderson, NV",1996/2002,567483,87.0%,JCPenney,"$91,200,000",$160.71,$640.00,14.0%
