0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$101,858,530.09",,May 2028,,"$16,063,832.76"
August 2025,,94898342.60,,June 2028,,14783767.27
September 2025,,91505621.81,,July 2028,,13568215.71
October 2025,,88172048.78,,August 2028,,12416824.51
November 2025,,84898304.96,,September 2028,,11328825.87
December 2025,,81684340.86,,October 2028,,10303462.85
January 2026,,78530401.38,,November 2028,,9339175.81
February 2026,,75436887.05,,December 2028,,8434402.83
March 2026,,72404183.01,,January 2029,,7588397.07
April 2026,,69432754.18,,February 2029,,6799648.84
May 2026,,66523044.30,,March 2029,,6064093.19
June 2026,,63675471.73,,April 2029,,5380557.49
July 2026,,60890512.09,,May 2029,,4748244.12
August 2026,,58168576.07,,June 2029,,4166123.63
September 2026,,55509927.56,,July 2029,,3633027.52
October 2026,,52914734.60,,August 2029,,3147179.86
November 2026,,50383290.81,,September 2029,,2706452.40
December 2026,,47915811.84,,October 2029,,2308966.89
January 2027,,45512799.09,,November 2029,,1952663.63
February 2027,,43174737.60,,December 2029,,1635324.04
March 2027,,40902055.93,,January 2030,,1354955.28
April 2027,,38695170.21,,February 2030,,1108448.03
May 2027,,36554565.40,,March 2030,,890713.68
June 2027,,34480594.52,,April 2030,,700108.71
July 2027,,32473396.31,,May 2030,,535586.04
August 2027,,30533025.37,,June 2030,,396266.08
September 2027,,28659504.40,,July 2030,,280999.49
October 2027,,26852861.75,,August 2030,,188344.93
November 2027,,25113024.39,,September 2030,,116535.99
December 2027,,23439893.06,,October 2030,,63772.62
January 2028,,21833408.86,,November 2030,,28400.86
February 2028,,20293336.85,,December 2030,,8128.88
March 2028,,18818627.82,,January 2031,,2.56
April 2028,,17408757.87,,February 2031,,0.00
,,,,,,
