0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,95.35%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.71%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,95.42%,,78.39%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,98.26%,,87.55%,,70.37%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,90.75%,,79.98%,,62.66%
"January 15, 2027",,100.00%,,100.00%,,94.05%,,83.71%,,72.80%,,55.27%
"February 15, 2027",,100.00%,,100.00%,,87.31%,,76.87%,,65.87%,,48.19%
"March 15, 2027",,100.00%,,95.54%,,80.75%,,70.25%,,59.19%,,41.44%
"April 15, 2027",,100.00%,,89.19%,,74.36%,,63.85%,,52.77%,,35.00%
"May 15, 2027",,100.00%,,82.97%,,68.16%,,57.65%,,46.60%,,28.88%
"June 15, 2027",,99.26%,,76.87%,,62.12%,,51.68%,,40.69%,,23.09%
"July 15, 2027",,93.12%,,70.89%,,56.27%,,45.92%,,35.04%,,17.62%
"August 15, 2027",,87.02%,,65.04%,,50.60%,,40.38%,,29.65%,,12.48%
"September 15, 2027",,80.97%,,59.32%,,45.11%,,35.06%,,24.52%,,7.67%
"October 15, 2027",,74.97%,,53.72%,,39.80%,,29.96%,,19.65%,,3.19%
"November 15, 2027",,70.25%,,49.19%,,35.39%,,25.65%,,15.43%,,0.00%
"December 15, 2027",,65.56%,,44.75%,,31.12%,,21.50%,,11.41%,,0.00%
"January 15, 2028",,60.91%,,40.41%,,26.99%,,17.52%,,7.59%,,0.00%
"February 15, 2028",,56.29%,,36.16%,,22.99%,,13.70%,,3.96%,,0.00%
"March 15, 2028",,51.71%,,32.02%,,19.14%,,10.05%,,0.54%,,0.00%
"April 15, 2028",,47.16%,,27.97%,,15.42%,,6.58%,,0.00%,,0.00%
"May 15, 2028",,42.65%,,24.02%,,11.85%,,3.27%,,0.00%,,0.00%
"June 15, 2028",,38.17%,,20.17%,,8.42%,,0.14%,,0.00%,,0.00%
"July 15, 2028",,33.73%,,16.42%,,5.13%,,0.00%,,0.00%,,0.00%
"August 15, 2028",,29.33%,,12.78%,,1.99%,,0.00%,,0.00%,,0.00%
"September 15, 2028",,24.96%,,9.23%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2028",,20.63%,,5.79%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2028",,16.34%,,2.45%,,0.00%,,0.00%,,0.00%,,0.00%
"December 15, 2028",,13.20%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2029",,10.09%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2029",,7.01%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2029",,3.96%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,0.93%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.96,,2.62,,2.38,,2.22,,2.06,,1.82
Weighted Average Life To Call (years)(1)(3),,2.96,,2.61,,2.38,,2.22,,2.06,,1.82
